Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
257,16:21.00,,Momoka ONISHI,15 APR 2006,JPN,20f4,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1011,women_5000m,2025,https://worldathletics.org/athletes/japan/momoka-onishi-15045171
258,16:21.01,,Doyeon KIM,02 SEP 1993,KOR,18f2,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1011,women_5000m,2025,https://worldathletics.org/athletes/athlete=14375436
259,16:21.55,,Sumika HORI,08 OCT 2003,JPN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,1010,women_5000m,2025,https://worldathletics.org/athletes/japan/sumika-hori-14977982
260,16:21.84,,Kokoro SAKAI,08 FEB 2001,JPN,13f2,,"Yanmar Stadium Nagai, Osaka (JPN)",08 JUN 2025,1010,women_5000m,2025,https://worldathletics.org/athletes/japan/kokoro-sakai-14953423
261,16:21.88,,Kajal KANAWADE,26 JAN 2001,IND,3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",27 SEP 2025,1010,women_5000m,2025,https://worldathletics.org/athletes/india/kajal-kanawade-14999523
262,16:22.37,,Yuka MASUBUCHI,21 DEC 2001,JPN,4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,1009,women_5000m,2025,https://worldathletics.org/athletes/athlete=14855602
263,16:22.48,,Karen SUZUKI,12 OCT 1999,JPN,16f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1009,women_5000m,2025,https://worldathletics.org/athletes/japan/karen-suzuki-14966122
264,16:22.60,,Yingcui LI,16 AUG 2002,CHN,5,,Chongqing (CHN),14 MAY 2025,1008,women_5000m,2025,https://worldathletics.org/athletes/athlete=14892640
265,16:22.76,,Aiwa SAKAGUCHI,15 DEC 2001,JPN,17f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1008,women_5000m,2025,https://worldathletics.org/athletes/japan/aiwa-sakaguchi-14947912
266,16:22.79,,Ayano SATO,01 OCT 2004,JPN,2,,"Athletic Track, Abashiri (JPN)",20 JUL 2025,1008,women_5000m,2025,https://worldathletics.org/athletes/japan/ayano-sato-14966131
267,16:22.96,,Tigist GASHAW,25 DEC 1996,BRN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 APR 2025,1008,women_5000m,2025,https://worldathletics.org/athletes/athlete=14477333
268,16:23.15,,Miku FUKUDA,20 JUN 2003,JPN,2f1,,"Yanmar Stadium Nagai, Osaka (JPN)",08 JUN 2025,1007,women_5000m,2025,https://worldathletics.org/athletes/japan/miku-fukuda-14945905
269,16:23.34,,Nokoka HOSAKA,12 MAY 1997,JPN,5f4,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1007,women_5000m,2025,https://worldathletics.org/athletes/athlete=14719666
270,16:23.68,,Koharu KANEKO,27 JAN 2004,JPN,15,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1006,women_5000m,2025,https://worldathletics.org/athletes/japan/koharu-kaneko-14949982
271,16:23.86,,Jung yoon CHOI,13 JUN 1993,KOR,4f2,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1006,women_5000m,2025,https://worldathletics.org/athletes/athlete=14548334
272,16:24.05,,Arisu FUWA,24 NOV 1999,JPN,12f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1006,women_5000m,2025,https://worldathletics.org/athletes/athlete=14719663
272,16:24.05,,Mizuki NISHIMURA,03 DEC 2004,JPN,5,,"Municipal Stadium, Miyoshi (JPN)",10 MAY 2025,1006,women_5000m,2025,https://worldathletics.org/athletes/japan/mizuki-nishimura-14962365
274,16:24.44,,Tomo MURAMATSU,25 MAY 2002,JPN,24f1,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,1005,women_5000m,2025,https://worldathletics.org/athletes/athlete=14887754
275,16:24.81,,Jila DAWA,02 JAN 1998,CHN,3f1,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1004,women_5000m,2025,https://worldathletics.org/athletes/athlete=14663879
276,16:25.01,,Ami FUJIMOTO,05 NOV 2004,JPN,12f1,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1004,women_5000m,2025,https://worldathletics.org/athletes/japan/ami-fujimoto-14954938
277,16:25.70,,Miu SUMIDA,27 JAN 2005,JPN,3,,"Athletic Track, Abashiri (JPN)",20 JUL 2025,1003,women_5000m,2025,https://worldathletics.org/athletes/japan/miu-sumida-14949268
278,16:25.78,,Anjali DEVI,21 FEB 2002,IND,3,,"Maharaja's College Grounds, Kochi (IND)",24 APR 2025,1003,women_5000m,2025,https://worldathletics.org/athletes/india/anjali-devi-15124606
279,16:25.92,,Miku HIRASHIMA,08 MAY 2000,JPN,6f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1002,women_5000m,2025,https://worldathletics.org/athletes/athlete=14919441
280,16:25.95,,Rio WAKAI,03 SEP 1999,JPN,13f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,1002,women_5000m,2025,https://worldathletics.org/athletes/japan/rio-wakai-14962715
281,16:26.29,,Nozomi TANAKA,24 OCT 2004,JPN,4,,"Athletic Track, Abashiri (JPN)",20 JUL 2025,1002,women_5000m,2025,https://worldathletics.org/athletes/japan/nozomi-tanaka-14966136
282,16:27.01,,Shizuku KASUYA,30 AUG 2005,JPN,17,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,1000,women_5000m,2025,https://worldathletics.org/athletes/japan/shizuku-kasuya-14958765
283,16:27.34,,Yuki TAKAE,11 MAR 2004,JPN,6f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",18 MAY 2025,1000,women_5000m,2025,https://worldathletics.org/athletes/japan/yuki-takae-14957285
284,16:27.49,,Yua SATO,03 APR 2006,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 MAY 2025,1000,women_5000m,2025,https://worldathletics.org/athletes/japan/yua-sato-14969030
285,16:27.60,,Atoha KATAOKA,28 JUL 2004,JPN,14f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2025,999,women_5000m,2025,https://worldathletics.org/athletes/japan/atoha-kataoka-14949273
286,16:27.86,,Ichino SAITOU,09 AUG 2005,JPN,6,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,999,women_5000m,2025,https://worldathletics.org/athletes/japan/ichino-saitou-15051462
287,16:27.94,,Kurara TACHIBANA,22 MAR 2007,JPN,6f4,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,999,women_5000m,2025,https://worldathletics.org/athletes/japan/kurara-tachibana-14946126
288,16:28.02,,Yuna ONISHI,08 MAR 2006,JPN,5,,"Athletic Track, Abashiri (JPN)",20 JUL 2025,999,women_5000m,2025,https://worldathletics.org/athletes/japan/yuna-onishi-14960605
289,16:28.05,,Yukina HONJO,18 MAY 2000,JPN,7f3,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,999,women_5000m,2025,https://worldathletics.org/athletes/athlete=14916740
290,16:28.10,,Karin AKAHORI,14 AUG 2000,JPN,8f3,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,998,women_5000m,2025,https://worldathletics.org/athletes/athlete=14899742
291,16:28.41,,Rizuna YAJI,10 DEC 2000,JPN,7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,998,women_5000m,2025,https://worldathletics.org/athletes/athlete=14902696
292,16:28.42,,Shiori ISHIGAMI,25 SEP 2004,JPN,6,,"Athletic Track, Abashiri (JPN)",20 JUL 2025,998,women_5000m,2025,https://worldathletics.org/athletes/athlete=14900312
293,16:28.62,,Ye-jin LIM,14 DEC 1995,KOR,23,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,998,women_5000m,2025,https://worldathletics.org/athletes/athlete=14478716
294,16:29.17,,Erina YASUI,29 NOV 1989,JPN,22f1,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,997,women_5000m,2025,https://worldathletics.org/athletes/athlete=14667028
295,16:29.62,,Airi TASHIMA,08 JAN 2005,JPN,7f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,996,women_5000m,2025,https://worldathletics.org/athletes/japan/airi-tashima-14956133
296,16:29.72,,Yuna KYUKI,18 NOV 2000,JPN,5f1,,"Yanmar Stadium Nagai, Osaka (JPN)",08 JUN 2025,996,women_5000m,2025,https://worldathletics.org/athletes/athlete=14899046
297,16:29.73,,Momoyo HIROTA,02 JUL 2001,JPN,35f1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 NOV 2025,996,women_5000m,2025,https://worldathletics.org/athletes/athlete=14915508
298,16:30.59,,Miki HIRAOKA,23 DEC 2000,JPN,8f2,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,994,women_5000m,2025,https://worldathletics.org/athletes/athlete=14865978
299,16:30.87,,Sae SAKAMAKI,06 SEP 2002,JPN,8f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,993,women_5000m,2025,https://worldathletics.org/athletes/japan/sae-sakamaki-14954457
300,16:30.93,,Mana AIBA,21 NOV 2004,JPN,19f3,,"Aoba Park Athletic Field, Chitose (JPN)",12 JUL 2025,993,women_5000m,2025,https://worldathletics.org/athletes/japan/mana-aiba-14956413
