discipline,year,competition,date,athlete_name,place,mark,tier,name_key
women_100h,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Gabriele CUNNINGHAM,3,12.75,tour,GABRIELE CUNNINGHAM
women_100h,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Elvira HERMAN,1,13.15,tour,ELVIRA HERMAN
women_100h,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Klaudia SICIARZ,2,13.28,tour,KLAUDIA SICIARZ
women_100h,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Markéta ŠTOLOVÁ,3,13.66,tour,MARKETA STOLOVA
women_100h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Tobi AMUSAN,1,12.64,tour,TOBI AMUSAN
women_100h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Megan TAPPER,2,12.75,tour,MEGAN TAPPER
women_100h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Christina CLEMONS,3,12.92,tour,CHRISTINA CLEMONS
women_100h,2021,Memorial Borisa Hanžekovića,2021-09-14,Tobi AMUSAN,1,12.61,tour,TOBI AMUSAN
women_100h,2021,Memorial Borisa Hanžekovića,2021-09-14,Klaudia SICIARZ,2,13.02,tour,KLAUDIA SICIARZ
women_100h,2021,Memorial Borisa Hanžekovića,2021-09-14,Reetta HURSKE,3,13.13,tour,REETTA HURSKE
women_100h,2021,Paavo Nurmi Games,2021-06-08,Luca KOZÁK,1,12.90,tour,LUCA KOZAK
women_100h,2021,Paavo Nurmi Games,2021-06-08,Annimari KORTE,2,12.91,tour,ANNIMARI KORTE
women_100h,2021,Paavo Nurmi Games,2021-06-08,Anne ZAGRÉ,3,13.13,tour,ANNE ZAGRE
women_100h,2021,The XXXII Olympic Games,2021-08-02,Jasmine CAMACHO-QUINN,1,12.37,global,JASMINE CAMACHO-QUINN
women_100h,2021,The XXXII Olympic Games,2021-08-02,Kendra HARRISON,2,12.52,global,KENDRA HARRISON
women_100h,2021,The XXXII Olympic Games,2021-08-02,Megan TAPPER,3,12.55,global,MEGAN TAPPER
women_100h,2021,USATF Golden Games,2021-05-09,Kendra HARRISON,1,12.48,tour,KENDRA HARRISON
women_100h,2021,USATF Golden Games,2021-05-09,Cindy SEMBER,2,12.53,tour,CINDY SEMBER
women_100h,2021,USATF Golden Games,2021-05-09,Tobi AMUSAN,3,12.61,tour,TOBI AMUSAN
women_100h,2021,USATF Grand Prix,2021-04-24,Jasmine CAMACHO-QUINN,1,12.46,tour,JASMINE CAMACHO-QUINN
women_100h,2021,USATF Grand Prix,2021-04-24,Britany ANDERSON,2,12.82,tour,BRITANY ANDERSON
women_100h,2021,USATF Grand Prix,2021-04-24,Taliyah BROOKS,3,12.83,tour,TALIYAH BROOKS
women_100h,2021,adidas Boost Boston Games,2021-05-23,Kendra HARRISON,1,12.49,tour,KENDRA HARRISON
women_100h,2021,adidas Boost Boston Games,2021-05-23,Tobi AMUSAN,2,12.62,tour,TOBI AMUSAN
women_100h,2021,adidas Boost Boston Games,2021-05-23,Christina CLEMONS,3,12.72,tour,CHRISTINA CLEMONS
women_100m,2021,Diamond League Final,2021-09-03,Elaine THOMPSON-HERAH,1,10.65,dl_final,ELAINE THOMPSON-HERAH
women_100m,2021,Diamond League Final,2021-09-03,Dina ASHER-SMITH,2,10.87,dl_final,DINA ASHER-SMITH
women_100m,2021,Diamond League Final,2021-09-03,Ajla DEL PONTE,3,10.93,dl_final,AJLA DEL PONTE
women_100m,2021,FBK Games,2021-06-06,Dina ASHER-SMITH,1,10.92,tour,DINA ASHER-SMITH
women_100m,2021,FBK Games,2021-06-06,Blessing OKAGBARE,2,11.02,tour,BLESSING OKAGBARE
women_100m,2021,FBK Games,2021-06-06,Daryll NEITA,3,11.04,tour,DARYLL NEITA
women_100m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Elaine THOMPSON-HERAH,1,10.71,tour,ELAINE THOMPSON-HERAH
women_100m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Shelly-Ann FRASER-PRYCE,2,10.82,tour,SHELLY-ANN FRASER-PRYCE
women_100m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Marie-Josée TA LOU,3,10.86,tour,MARIE-JOSEE TA LOU
women_100m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Shelly-Ann FRASER-PRYCE,1,10.81,tour,SHELLY-ANN FRASER-PRYCE
women_100m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Mujinga KAMBUNDJI,2,11.08,tour,MUJINGA KAMBUNDJI
women_100m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Daryll NEITA,3,11.15,tour,DARYLL NEITA
women_100m,2021,Paavo Nurmi Games,2021-06-08,Imani LANSIQUOT,1,11.40,tour,IMANI LANSIQUOT
women_100m,2021,Paavo Nurmi Games,2021-06-08,Lotta KEMPPINEN,2,11.41,tour,LOTTA KEMPPINEN
women_100m,2021,Paavo Nurmi Games,2021-06-08,Vittoria FONTANA,3,11.46,tour,VITTORIA FONTANA
women_100m,2021,The XXXII Olympic Games,2021-07-31,Elaine THOMPSON-HERAH,1,10.61,global,ELAINE THOMPSON-HERAH
women_100m,2021,The XXXII Olympic Games,2021-07-31,Shelly-Ann FRASER-PRYCE,2,10.74,global,SHELLY-ANN FRASER-PRYCE
women_100m,2021,The XXXII Olympic Games,2021-07-31,Shericka JACKSON,3,10.76,global,SHERICKA JACKSON
women_100m,2021,USATF Golden Games,2021-05-09,Sha'Carri RICHARDSON,1,10.77,tour,SHA'CARRI RICHARDSON
women_100m,2021,USATF Golden Games,2021-05-09,Javianne OLIVER,2,11.08,tour,JAVIANNE OLIVER
women_100m,2021,USATF Golden Games,2021-05-09,Briana WILLIAMS,3,11.15,tour,BRIANA WILLIAMS
women_100m,2021,USATF Grand Prix,2021-04-24,Blessing OKAGBARE,1,10.97,tour,BLESSING OKAGBARE
women_100m,2021,USATF Grand Prix,2021-04-24,Morolake AKINOSUN,2,11.09,tour,MOROLAKE AKINOSUN
women_100m,2021,USATF Grand Prix,2021-04-24,Daryll NEITA,3,11.18,tour,DARYLL NEITA
women_100m,2021,adidas Boost Boston Games,2021-05-23,Aleia HOBBS,1,11.05,tour,ALEIA HOBBS
women_100m,2021,adidas Boost Boston Games,2021-05-23,Gabrielle THOMAS,2,11.16,tour,GABRIELLE THOMAS
women_100m,2021,adidas Boost Boston Games,2021-05-23,Morolake AKINOSUN,3,11.17,tour,MOROLAKE AKINOSUN
women_1500m,2021,60th Ostrava Golden Spike,2021-05-19,Freweyni HAILU,1,4:04.20,tour,FREWEYNI HAILU
women_1500m,2021,60th Ostrava Golden Spike,2021-05-19,Maruša MIŠMAŠ ZRIMŠEK,2,4:07.50,tour,MARUSA MISMAS ZRIMSEK
women_1500m,2021,60th Ostrava Golden Spike,2021-05-19,Hirut MESHESHA,3,4:07.52,tour,HIRUT MESHESHA
women_1500m,2021,Diamond League Final,2021-09-03,Faith KIPYEGON,1,3:58.33,dl_final,FAITH KIPYEGON
women_1500m,2021,Diamond League Final,2021-09-03,Sifan HASSAN,2,3:58.55,dl_final,SIFAN HASSAN
women_1500m,2021,Diamond League Final,2021-09-03,Josette NORRIS,3,4:00.41,dl_final,JOSETTE NORRIS
women_1500m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Tigist KETEMA,1,4:03.90,tour,TIGIST KETEMA
women_1500m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Rababe ARAFI,2,4:05.97,tour,RABABE ARAFI
women_1500m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Mercy CHERONO,3,4:08.26,tour,MERCY CHERONO
women_1500m,2021,Kip Keino Classic,2021-09-18,Faith KIPYEGON,1,4:02.40,tour,FAITH KIPYEGON
women_1500m,2021,Kip Keino Classic,2021-09-18,Hirut MESHESHA,2,4:03.01,tour,HIRUT MESHESHA
women_1500m,2021,Kip Keino Classic,2021-09-18,Freweyni HAILU,3,4:04.39,tour,FREWEYNI HAILU
women_1500m,2021,The XXXII Olympic Games,2021-08-06,Faith KIPYEGON,1,3:53.11,global,FAITH KIPYEGON
women_1500m,2021,The XXXII Olympic Games,2021-08-06,Laura MUIR,2,3:54.50,global,LAURA MUIR
women_1500m,2021,The XXXII Olympic Games,2021-08-06,Sifan HASSAN,3,3:55.86,global,SIFAN HASSAN
women_1500m,2021,USATF Golden Games,2021-05-09,Ellinor PURRIER,1,3:58.36,tour,ELLINOR PURRIER
women_1500m,2021,USATF Golden Games,2021-05-09,Gabriela DEBUES-STAFFORD,2,4:00.69,tour,GABRIELA DEBUES-STAFFORD
women_1500m,2021,USATF Golden Games,2021-05-09,Shannon OSIKA,3,4:00.73,tour,SHANNON OSIKA
women_1500m,2021,USATF Grand Prix,2021-04-24,Laura MUIR,1,4:01.54,tour,LAURA MUIR
women_1500m,2021,USATF Grand Prix,2021-04-24,Helen SCHLACHTENHAUFEN,2,4:04.36,tour,HELEN SCHLACHTENHAUFEN
women_1500m,2021,USATF Grand Prix,2021-04-24,Cory Ann MCGEE,3,4:05.00,tour,CORY ANN MCGEE
women_200m,2021,60th Ostrava Golden Spike,2021-05-19,Sha'Carri RICHARDSON,1,22.35,tour,SHA'CARRI RICHARDSON
women_200m,2021,60th Ostrava Golden Spike,2021-05-19,Blessing OKAGBARE,2,22.59,tour,BLESSING OKAGBARE
women_200m,2021,60th Ostrava Golden Spike,2021-05-19,Mujinga KAMBUNDJI,3,22.85,tour,MUJINGA KAMBUNDJI
women_200m,2021,Diamond League Final,2021-09-03,Christine MBOMA,1,21.78,dl_final,CHRISTINE MBOMA
women_200m,2021,Diamond League Final,2021-09-03,Shericka JACKSON,2,21.81,dl_final,SHERICKA JACKSON
women_200m,2021,Diamond League Final,2021-09-03,Dina ASHER-SMITH,3,22.19,dl_final,DINA ASHER-SMITH
women_200m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Shericka JACKSON,1,21.96,tour,SHERICKA JACKSON
women_200m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Shaunae MILLER-UIBO,2,22.15,tour,SHAUNAE MILLER-UIBO
women_200m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Dafne SCHIPPERS,3,22.70,tour,DAFNE SCHIPPERS
women_200m,2021,Kip Keino Classic,2021-09-18,Christine MBOMA,1,22.39,tour,CHRISTINE MBOMA
women_200m,2021,Kip Keino Classic,2021-09-18,Marie-Josée TA LOU,2,22.98,tour,MARIE-JOSEE TA LOU
women_200m,2021,Kip Keino Classic,2021-09-18,Aminatou SEYNI,3,23.33,tour,AMINATOU SEYNI
women_200m,2021,Memorial Borisa Hanžekovića,2021-09-14,Christine MBOMA,1,22.04,tour,CHRISTINE MBOMA
women_200m,2021,Memorial Borisa Hanžekovića,2021-09-14,Shericka JACKSON,2,22.30,tour,SHERICKA JACKSON
women_200m,2021,Memorial Borisa Hanžekovića,2021-09-14,Anthonique STRACHAN,3,23.05,tour,ANTHONIQUE STRACHAN
women_200m,2021,The XXXII Olympic Games,2021-08-03,Elaine THOMPSON-HERAH,1,21.53,global,ELAINE THOMPSON-HERAH
women_200m,2021,The XXXII Olympic Games,2021-08-03,Christine MBOMA,2,21.81,global,CHRISTINE MBOMA
women_200m,2021,The XXXII Olympic Games,2021-08-03,Gabrielle THOMAS,3,21.87,global,GABRIELLE THOMAS
women_200m,2021,USATF Golden Games,2021-05-09,Gabrielle THOMAS,1,22.12,tour,GABRIELLE THOMAS
women_200m,2021,USATF Golden Games,2021-05-09,Allyson FELIX,2,22.26,tour,ALLYSON FELIX
women_200m,2021,USATF Golden Games,2021-05-09,Lynna IRBY,3,22.27,tour,LYNNA IRBY
women_3000sc,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Joanne KIPKEMOI,1,9:39.29,tour,JOANNE KIPKEMOI
women_3000sc,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Yuno YAMANAKA,2,9:46.72,tour,YUNO YAMANAKA
women_3000sc,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Reimi YOSHIMURA,3,9:52.43,tour,REIMI YOSHIMURA
women_3000sc,2021,Diamond League Final,2021-09-03,Norah JERUTO,1,9:07.33,dl_final,NORAH JERUTO
women_3000sc,2021,Diamond League Final,2021-09-03,Hyvin KIYENG,2,9:08.55,dl_final,HYVIN KIYENG
women_3000sc,2021,Diamond League Final,2021-09-03,Courtney FRERICHS,3,9:08.74,dl_final,COURTNEY FRERICHS
women_3000sc,2021,Kip Keino Classic,2021-09-18,Celliphine Chepteek CHESPOL,1,9:30.55,tour,CELLIPHINE CHEPTEEK CHESPOL
women_3000sc,2021,Kip Keino Classic,2021-09-18,Fancy CHERONO,2,9:32.50,tour,FANCY CHERONO
women_3000sc,2021,Kip Keino Classic,2021-09-18,Jackline CHEPKOECH,3,9:33.64,tour,JACKLINE CHEPKOECH
women_3000sc,2021,Paavo Nurmi Games,2021-06-07,Winfred YAVI,1,9:17.55,tour,WINFRED YAVI
women_3000sc,2021,Paavo Nurmi Games,2021-06-07,Michelle FINN,2,9:29.25,tour,MICHELLE FINN
women_3000sc,2021,Paavo Nurmi Games,2021-06-07,Fancy CHERONO,3,9:33.49,tour,FANCY CHERONO
women_3000sc,2021,The XXXII Olympic Games,2021-08-04,Peruth CHEMUTAI,1,9:01.45,global,PERUTH CHEMUTAI
women_3000sc,2021,The XXXII Olympic Games,2021-08-04,Courtney FRERICHS,2,9:04.79,global,COURTNEY FRERICHS
women_3000sc,2021,The XXXII Olympic Games,2021-08-04,Hyvin KIYENG,3,9:05.39,global,HYVIN KIYENG
women_3000sc,2021,USATF Golden Games,2021-05-09,Courtney FRERICHS,1,9:27.70,tour,COURTNEY FRERICHS
women_3000sc,2021,USATF Golden Games,2021-05-09,Leah FALLAND,2,9:28.72,tour,LEAH FALLAND
women_3000sc,2021,USATF Golden Games,2021-05-09,Marisa HOWARD,3,9:29.65,tour,MARISA HOWARD
women_400h,2021,60th Ostrava Golden Spike,2021-05-19,Jessie KNIGHT,1,54.74,tour,JESSIE KNIGHT
women_400h,2021,60th Ostrava Golden Spike,2021-05-19,Anna RYZHYKOVA,2,55.09,tour,ANNA RYZHYKOVA
women_400h,2021,60th Ostrava Golden Spike,2021-05-19,Sara Slott PETERSEN,3,55.76,tour,SARA SLOTT PETERSEN
women_400h,2021,Diamond League Final,2021-09-03,Femke BOL,1,52.80,dl_final,FEMKE BOL
women_400h,2021,Diamond League Final,2021-09-03,Shamier LITTLE,2,53.35,dl_final,SHAMIER LITTLE
women_400h,2021,Diamond League Final,2021-09-03,Anna RYZHYKOVA,3,53.70,dl_final,ANNA RYZHYKOVA
women_400h,2021,FBK Games,2021-06-06,Femke BOL,1,54.33,tour,FEMKE BOL
women_400h,2021,FBK Games,2021-06-06,Anna RYZHYKOVA,2,54.59,tour,ANNA RYZHYKOVA
women_400h,2021,FBK Games,2021-06-06,Wenda NEL,3,55.25,tour,WENDA NEL
women_400h,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Femke BOL,1,52.81,tour,FEMKE BOL
women_400h,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Shamier LITTLE,2,52.85,tour,SHAMIER LITTLE
women_400h,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Janieve RUSSELL,3,53.68,tour,JANIEVE RUSSELL
women_400h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Viktoriya TKACHUK,1,54.18,tour,VIKTORIYA TKACHUK
women_400h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Cara Nnenya HAILEY,2,54.21,tour,CARA NNENYA HAILEY
women_400h,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Anna RYZHYKOVA,3,54.25,tour,ANNA RYZHYKOVA
women_400h,2021,Memorial Borisa Hanžekovića,2021-09-14,Gianna WOODRUFF,1,54.67,tour,GIANNA WOODRUFF
women_400h,2021,Memorial Borisa Hanžekovića,2021-09-14,Anna RYZHYKOVA,2,54.87,tour,ANNA RYZHYKOVA
women_400h,2021,Memorial Borisa Hanžekovića,2021-09-14,Janieve RUSSELL,3,55.45,tour,JANIEVE RUSSELL
women_400h,2021,The XXXII Olympic Games,2021-08-04,Sydney MCLAUGHLIN,1,51.46,global,SYDNEY MCLAUGHLIN
women_400h,2021,The XXXII Olympic Games,2021-08-04,Dalilah MUHAMMAD,2,51.58,global,DALILAH MUHAMMAD
women_400h,2021,The XXXII Olympic Games,2021-08-04,Femke BOL,3,52.03,global,FEMKE BOL
women_400h,2021,USATF Golden Games,2021-05-09,Shamier LITTLE,1,53.65,tour,SHAMIER LITTLE
women_400h,2021,USATF Golden Games,2021-05-09,Gianna WOODRUFF,2,54.70,tour,GIANNA WOODRUFF
women_400h,2021,USATF Golden Games,2021-05-09,Ashley SPENCER,3,55.75,tour,ASHLEY SPENCER
women_400m,2021,Diamond League Final,2021-09-03,Quanera HAYES,1,49.88,dl_final,QUANERA HAYES
women_400m,2021,Diamond League Final,2021-09-03,Marileidy PAULINO,2,49.96,dl_final,MARILEIDY PAULINO
women_400m,2021,Diamond League Final,2021-09-03,Sada WILLIAMS,3,50.24,dl_final,SADA WILLIAMS
women_400m,2021,FBK Games,2021-06-06,Cynthia BOLINGO,1,51.16,tour,CYNTHIA BOLINGO
women_400m,2021,FBK Games,2021-06-06,Laviai NIELSEN,2,51.44,tour,LAVIAI NIELSEN
women_400m,2021,FBK Games,2021-06-06,Lieke KLAVER,3,51.46,tour,LIEKE KLAVER
women_400m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Stephenie Ann MCPHERSON,1,49.99,tour,STEPHENIE ANN MCPHERSON
women_400m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Wadeline JONATHAS,2,50.70,tour,WADELINE JONATHAS
women_400m,2021,Gyulai István Memorial - Hungarian Athletics Grand Prix,2021-07-06,Lieke KLAVER,3,51.23,tour,LIEKE KLAVER
women_400m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Christine MBOMA,1,48.54,tour,CHRISTINE MBOMA
women_400m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Justyna ŚWIĘTY-ERSETIC,2,51.91,tour,JUSTYNA SWIETY-ERSETIC
women_400m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Cátia AZEVEDO,3,52.03,tour,CATIA AZEVEDO
women_400m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Natalia KACZMAREK,1,50.70,tour,NATALIA KACZMAREK
women_400m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Anna KIEŁBASIŃSKA,2,51.19,tour,ANNA KIEŁBASINSKA
women_400m,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Candice MCLEOD,3,51.88,tour,CANDICE MCLEOD
women_400m,2021,The XXXII Olympic Games,2021-08-06,Shaunae MILLER-UIBO,1,48.36,global,SHAUNAE MILLER-UIBO
women_400m,2021,The XXXII Olympic Games,2021-08-06,Marileidy PAULINO,2,49.20,global,MARILEIDY PAULINO
women_400m,2021,The XXXII Olympic Games,2021-08-06,Allyson FELIX,3,49.46,global,ALLYSON FELIX
women_400m,2021,USATF Grand Prix,2021-04-24,Shaunae MILLER-UIBO,1,49.08,tour,SHAUNAE MILLER-UIBO
women_400m,2021,USATF Grand Prix,2021-04-24,Lynna IRBY,2,50.28,tour,LYNNA IRBY
women_400m,2021,USATF Grand Prix,2021-04-24,Jessica BEARD,3,50.38,tour,JESSICA BEARD
women_5000m,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Teresiah GATERI,1,15:10.91,tour,TERESIAH GATERI
women_5000m,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Judy Jepngetich CHEPASKWONY,2,15:11.52,tour,JUDY JEPNGETICH CHEPASKWONY
women_5000m,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Kaede HAGITANI,3,15:11.84,tour,KAEDE HAGITANI
women_5000m,2021,Kip Keino Classic,2021-09-18,Margaret Chelimo KIPKEMBOI,1,14:55.27,tour,MARGARET CHELIMO KIPKEMBOI
women_5000m,2021,Kip Keino Classic,2021-09-18,Eva CHERONO,2,15:12.16,tour,EVA CHERONO
women_5000m,2021,Kip Keino Classic,2021-09-18,Lilian Kasait RENGERUK,3,15:17.71,tour,LILIAN KASAIT RENGERUK
women_5000m,2021,The XXXII Olympic Games,2021-08-02,Sifan HASSAN,1,14:36.79,global,SIFAN HASSAN
women_5000m,2021,The XXXII Olympic Games,2021-08-02,Hellen OBIRI,2,14:38.36,global,HELLEN OBIRI
women_5000m,2021,The XXXII Olympic Games,2021-08-02,Gudaf TSEGAY,3,14:38.87,global,GUDAF TSEGAY
women_5000m,2021,USATF Golden Games,2021-05-09,Julie-Anne STAEHLI,1,15:02.34,tour,JULIE-ANNE STAEHLI
women_5000m,2021,USATF Golden Games,2021-05-09,Laura GALVÁN,2,15:02.48,tour,LAURA GALVAN
women_5000m,2021,USATF Golden Games,2021-05-09,Natalia HAWTHORN,3,15:05.91,tour,NATALIA HAWTHORN
women_5000m,2021,USATF Grand Prix,2021-04-24,Eilish MCCOLGAN,1,14:52.44,tour,EILISH MCCOLGAN
women_5000m,2021,USATF Grand Prix,2021-04-24,Abbey COOPER,2,15:13.27,tour,ABBEY COOPER
women_5000m,2021,USATF Grand Prix,2021-04-24,Amy-Eloise MARKOVC,3,15:17.13,tour,AMY-ELOISE MARKOVC
women_800m,2021,60th Ostrava Golden Spike,2021-05-19,Keely HODGKINSON,1,1:58.89,tour,KEELY HODGKINSON
women_800m,2021,60th Ostrava Golden Spike,2021-05-19,Diribe WELTEJI,2,1:59.79,tour,DIRIBE WELTEJI
women_800m,2021,60th Ostrava Golden Spike,2021-05-19,Lovisa LINDH,3,2:01.10,tour,LOVISA LINDH
women_800m,2021,Diamond League Final,2021-09-03,Keely HODGKINSON,1,1:57.98,dl_final,KEELY HODGKINSON
women_800m,2021,Diamond League Final,2021-09-03,Kate GRACE,2,1:58.34,dl_final,KATE GRACE
women_800m,2021,Diamond League Final,2021-09-03,Natoya GOULE,3,1:58.34,dl_final,NATOYA GOULE
women_800m,2021,FBK Games,2021-06-06,Jemma REEKIE,1,2:00.77,tour,JEMMA REEKIE
women_800m,2021,FBK Games,2021-06-06,Laura MUIR,2,2:00.95,tour,LAURA MUIR
women_800m,2021,FBK Games,2021-06-06,Ellie BAKER,3,2:01.02,tour,ELLIE BAKER
women_800m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Worknesh MESELE,1,1:59.39,tour,WORKNESH MESELE
women_800m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Diribe WELTEJI,2,1:59.46,tour,DIRIBE WELTEJI
women_800m,2021,Irena Szewinska Memorial / Bydgoszcz Cup,2021-06-30,Eglay Nafuna NALYANYA,3,2:00.50,tour,EGLAY NAFUNA NALYANYA
women_800m,2021,Kip Keino Classic,2021-09-18,Mary MORAA,1,2:00.11,tour,MARY MORAA
women_800m,2021,Kip Keino Classic,2021-09-18,Halimah NAKAAYI,2,2:00.63,tour,HALIMAH NAKAAYI
women_800m,2021,Kip Keino Classic,2021-09-18,Noélie YARIGO,3,2:02.98,tour,NOELIE YARIGO
women_800m,2021,Paavo Nurmi Games,2021-06-07,Mary MORAA,1,1:59.95,tour,MARY MORAA
women_800m,2021,Paavo Nurmi Games,2021-06-07,Sara KUIVISTO,2,2:01.57,tour,SARA KUIVISTO
women_800m,2021,Paavo Nurmi Games,2021-06-07,Noélie YARIGO,3,2:01.96,tour,NOELIE YARIGO
women_800m,2021,The XXXII Olympic Games,2021-08-03,Athing MU,1,1:55.21,global,ATHING MU
women_800m,2021,The XXXII Olympic Games,2021-08-03,Keely HODGKINSON,2,1:55.88,global,KEELY HODGKINSON
women_800m,2021,The XXXII Olympic Games,2021-08-03,Raevyn ROGERS,3,1:56.81,global,RAEVYN ROGERS
women_800m,2021,USATF Golden Games,2021-05-09,Jemma REEKIE,1,1:58.27,tour,JEMMA REEKIE
women_800m,2021,USATF Golden Games,2021-05-09,Laura MUIR,2,1:58.46,tour,LAURA MUIR
women_800m,2021,USATF Golden Games,2021-05-09,Melissa BISHOP-NRIAGU,3,1:58.62,tour,MELISSA BISHOP-NRIAGU
women_800m,2021,USATF Grand Prix,2021-04-24,Adelle TRACEY,1,2:03.25,tour,ADELLE TRACEY
women_800m,2021,USATF Grand Prix,2021-04-24,Jemma REEKIE,2,2:03.26,tour,JEMMA REEKIE
women_800m,2021,USATF Grand Prix,2021-04-24,Raevyn ROGERS,3,2:03.89,tour,RAEVYN ROGERS
women_DT,2021,Diamond League Final,2021-09-03,Valarie ALLMAN,1,69.20,dl_final,VALARIE ALLMAN
women_DT,2021,Diamond League Final,2021-09-03,Sandra PERKOVIĆ,2,67.22,dl_final,SANDRA PERKOVIC
women_DT,2021,Diamond League Final,2021-09-03,Yaimé PÉREZ,3,64.83,dl_final,YAIME PEREZ
women_DT,2021,FBK Games,2021-06-06,Yaimé PÉREZ,1,65.91,tour,YAIME PEREZ
women_DT,2021,FBK Games,2021-06-06,Sandra PERKOVIĆ,2,65.80,tour,SANDRA PERKOVIC
women_DT,2021,FBK Games,2021-06-06,Liliana CÁ,3,65.07,tour,LILIANA CA
women_DT,2021,Memorial Borisa Hanžekovića,2021-09-14,Valarie ALLMAN,1,69.63,tour,VALARIE ALLMAN
women_DT,2021,Memorial Borisa Hanžekovića,2021-09-14,Sandra PERKOVIĆ,2,66.48,tour,SANDRA PERKOVIC
women_DT,2021,Memorial Borisa Hanžekovića,2021-09-14,Shadae LAWRENCE,3,60.80,tour,SHADAE LAWRENCE
women_DT,2021,The XXXII Olympic Games,2021-08-02,Valarie ALLMAN,1,68.98,global,VALARIE ALLMAN
women_DT,2021,The XXXII Olympic Games,2021-08-02,Kristin PUDENZ,2,66.86,global,KRISTIN PUDENZ
women_DT,2021,The XXXII Olympic Games,2021-08-02,Yaimé PÉREZ,3,65.72,global,YAIME PEREZ
women_HJ,2021,Diamond League Final,2021-09-03,Mariya LASITSKENE,1,2.05,dl_final,MARIYA LASITSKENE
women_HJ,2021,Diamond League Final,2021-09-03,Yaroslava MAHUCHIKH,2,2.03,dl_final,YAROSLAVA MAHUCHIKH
women_HJ,2021,Diamond League Final,2021-09-03,Nicola MCDERMOTT,3,2.01,dl_final,NICOLA MCDERMOTT
women_HJ,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Elena VALLORTIGARA,1,1.96,tour,ELENA VALLORTIGARA
women_HJ,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Iryna GERASHCHENKO,2,1.94,tour,IRYNA GERASHCHENKO
women_HJ,2021,LOTTO Silesia Kamila Skolimowska Memorial,2021-09-05,Kamila LIĆWINKO,3,1.91,tour,KAMILA LICWINKO
women_HJ,2021,The XXXII Olympic Games,2021-08-07,Mariya LASITSKENE,1,2.04,global,MARIYA LASITSKENE
women_HJ,2021,The XXXII Olympic Games,2021-08-07,Nicola MCDERMOTT,2,2.02,global,NICOLA MCDERMOTT
women_HJ,2021,The XXXII Olympic Games,2021-08-07,Yaroslava MAHUCHIKH,3,2.00,global,YAROSLAVA MAHUCHIKH
women_JT,2021,"""READY STEADY TOKYO - Athletics""",2021-05-09,Momone UEDA,1,58.93,tour,MOMONE UEDA
