discipline,year,competition,date,athlete_name,place,mark,tier,name_key
men_PV,2024,European Athletics Championships,2024-06-12,Armand DUPLANTIS,1,6.10,continental,ARMAND DUPLANTIS
men_PV,2024,European Athletics Championships,2024-06-12,Emmanouil KARALIS,2,5.87,continental,EMMANOUIL KARALIS
men_PV,2024,European Athletics Championships,2024-06-12,Ersu ŞAŞMA,3,5.82,continental,ERSU SASMA
men_PV,2024,The XXXIII Olympic Games,2024-08-05,Armand DUPLANTIS,1,6.25,global,ARMAND DUPLANTIS
men_PV,2024,The XXXIII Olympic Games,2024-08-05,Sam KENDRICKS,2,5.95,global,SAM KENDRICKS
men_PV,2024,The XXXIII Olympic Games,2024-08-05,Emmanouil KARALIS,3,5.90,global,EMMANOUIL KARALIS
men_SP,2024,6th Irena Szewińska Memorial,2024-06-20,Leonardo FABBRI,1,22.38,tour,LEONARDO FABBRI
men_SP,2024,6th Irena Szewińska Memorial,2024-06-20,Rajindra CAMPBELL,2,21.22,tour,RAJINDRA CAMPBELL
men_SP,2024,6th Irena Szewińska Memorial,2024-06-20,Scott LINCOLN,3,21.02,tour,SCOTT LINCOLN
men_SP,2024,Boris Hanžeković Memorial,2024-09-07,Ryan CROUSER,1,22.93,tour,RYAN CROUSER
men_SP,2024,Boris Hanžeković Memorial,2024-09-07,Payton OTTERDAHL,2,22.46,tour,PAYTON OTTERDAHL
men_SP,2024,Boris Hanžeković Memorial,2024-09-07,Rajindra CAMPBELL,3,22.31,tour,RAJINDRA CAMPBELL
men_SP,2024,Diamond League Final,2024-09-14,Leonardo FABBRI,1,22.98,dl_final,LEONARDO FABBRI
men_SP,2024,Diamond League Final,2024-09-14,Ryan CROUSER,2,22.79,dl_final,RYAN CROUSER
men_SP,2024,Diamond League Final,2024-09-14,Rajindra CAMPBELL,3,21.95,dl_final,RAJINDRA CAMPBELL
men_SP,2024,European Athletics Championships,2024-06-08,Leonardo FABBRI,1,22.45,continental,LEONARDO FABBRI
men_SP,2024,European Athletics Championships,2024-06-08,Filip MIHALJEVIĆ,2,21.20,continental,FILIP MIHALJEVIC
men_SP,2024,European Athletics Championships,2024-06-08,Michał HARATYK,3,20.94,continental,MICHAŁ HARATYK
men_SP,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Leonardo FABBRI,1,22.43,tour,LEONARDO FABBRI
men_SP,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Jordan GEIST,2,21.72,tour,JORDAN GEIST
men_SP,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Chukwuebuka ENEKWECHI,3,21.59,tour,CHUKWUEBUKA ENEKWECHI
men_SP,2024,The XXXIII Olympic Games,2024-08-03,Ryan CROUSER,1,22.90,global,RYAN CROUSER
men_SP,2024,The XXXIII Olympic Games,2024-08-03,Joe KOVACS,2,22.15,global,JOE KOVACS
men_SP,2024,The XXXIII Olympic Games,2024-08-03,Rajindra CAMPBELL,3,22.15,global,RAJINDRA CAMPBELL
men_TJ,2024,Diamond League Final,2024-09-14,Pedro PICHARDO,1,17.33,dl_final,PEDRO PICHARDO
men_TJ,2024,Diamond League Final,2024-09-14,Max HEß,2,17.20,dl_final,MAX HESS
men_TJ,2024,Diamond League Final,2024-09-14,Hugues Fabrice ZANGO,3,17.05,dl_final,HUGUES FABRICE ZANGO
men_TJ,2024,European Athletics Championships,2024-06-11,Jordan A. DÍAZ FORTUN,1,18.18,continental,JORDAN A. DIAZ FORTUN
men_TJ,2024,European Athletics Championships,2024-06-11,Pedro PICHARDO,2,18.04,continental,PEDRO PICHARDO
men_TJ,2024,European Athletics Championships,2024-06-11,Thomas GOGOIS,3,17.38,continental,THOMAS GOGOIS
men_TJ,2024,FBK Games,2024-07-07,Hugues Fabrice ZANGO,1,17.57,tour,HUGUES FABRICE ZANGO
men_TJ,2024,FBK Games,2024-07-07,Yasser Mohammed TRIKI,2,17.07,tour,YASSER MOHAMMED TRIKI
men_TJ,2024,FBK Games,2024-07-07,Max HEß,3,17.03,tour,MAX HESS
men_TJ,2024,The XXXIII Olympic Games,2024-08-09,Jordan A. DÍAZ FORTUN,1,17.86,global,JORDAN A. DIAZ FORTUN
men_TJ,2024,The XXXIII Olympic Games,2024-08-09,Pedro PICHARDO,2,17.84,global,PEDRO PICHARDO
men_TJ,2024,The XXXIII Olympic Games,2024-08-09,Andy DÍAZ HERNÁNDEZ,3,17.64,global,ANDY DIAZ HERNANDEZ
women_100h,2024,Boris Hanžeković Memorial,2024-09-08,Ackera NUGENT,1,12.55,tour,ACKERA NUGENT
women_100h,2024,Boris Hanžeković Memorial,2024-09-08,Cindy SEMBER,2,12.67,tour,CINDY SEMBER
women_100h,2024,Boris Hanžeković Memorial,2024-09-08,Kendra HARRISON,3,12.76,tour,KENDRA HARRISON
women_100h,2024,Diamond League Final,2024-09-14,Jasmine CAMACHO-QUINN,1,12.38,dl_final,JASMINE CAMACHO-QUINN
women_100h,2024,Diamond League Final,2024-09-14,Nadine VISSER,2,12.54,dl_final,NADINE VISSER
women_100h,2024,Diamond League Final,2024-09-14,Ackera NUGENT,3,12.55,dl_final,ACKERA NUGENT
women_100h,2024,European Athletics Championships,2024-06-08,Cyréna SAMBA-MAYELA,1,12.31,continental,CYRENA SAMBA-MAYELA
women_100h,2024,European Athletics Championships,2024-06-08,Ditaji KAMBUNDJI,2,12.40,continental,DITAJI KAMBUNDJI
women_100h,2024,European Athletics Championships,2024-06-08,Pia SKRZYSZOWSKA,3,12.42,continental,PIA SKRZYSZOWSKA
women_100h,2024,FBK Games,2024-07-07,Jasmine CAMACHO-QUINN,1,12.39,tour,JASMINE CAMACHO-QUINN
women_100h,2024,FBK Games,2024-07-07,Nadine VISSER,2,12.46,tour,NADINE VISSER
women_100h,2024,FBK Games,2024-07-07,Marione FOURIE,3,12.49,tour,MARIONE FOURIE
women_100h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Jasmine CAMACHO-QUINN,1,12.47,tour,JASMINE CAMACHO-QUINN
women_100h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Nia ALI,2,12.54,tour,NIA ALI
women_100h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Maribel Vanessa CAICEDO,3,12.69,tour,MARIBEL VANESSA CAICEDO
women_100h,2024,Paavo Nurmi Games,2024-06-18,Nia ALI,1,12.48,tour,NIA ALI
women_100h,2024,Paavo Nurmi Games,2024-06-18,Nadine VISSER,2,12.51,tour,NADINE VISSER
women_100h,2024,Paavo Nurmi Games,2024-06-18,Sarah LAVIN,3,12.66,tour,SARAH LAVIN
women_100h,2024,The XXXIII Olympic Games,2024-08-10,Masai RUSSELL,1,12.33,global,MASAI RUSSELL
women_100h,2024,The XXXIII Olympic Games,2024-08-10,Cyréna SAMBA-MAYELA,2,12.34,global,CYRENA SAMBA-MAYELA
women_100h,2024,The XXXIII Olympic Games,2024-08-10,Jasmine CAMACHO-QUINN,3,12.36,global,JASMINE CAMACHO-QUINN
women_100m,2024,Boris Hanžeković Memorial,2024-09-08,Gina Mariam BASS BITTAYE,1,11.13,tour,GINA MARIAM BASS BITTAYE
women_100m,2024,Boris Hanžeković Memorial,2024-09-08,Shashalee FORBES,2,11.23,tour,SHASHALEE FORBES
women_100m,2024,Boris Hanžeković Memorial,2024-09-08,Jenna PRANDINI,3,11.30,tour,JENNA PRANDINI
women_100m,2024,Diamond League Final,2024-09-14,Julien ALFRED,1,10.88,dl_final,JULIEN ALFRED
women_100m,2024,Diamond League Final,2024-09-14,Dina ASHER-SMITH,2,10.92,dl_final,DINA ASHER-SMITH
women_100m,2024,Diamond League Final,2024-09-14,Marie-Josée TA LOU-SMITH,3,11.05,dl_final,MARIE-JOSEE TA LOU-SMITH
women_100m,2024,European Athletics Championships,2024-06-09,Dina ASHER-SMITH,1,10.99,continental,DINA ASHER-SMITH
women_100m,2024,European Athletics Championships,2024-06-09,Ewa SWOBODA,2,11.03,continental,EWA SWOBODA
women_100m,2024,European Athletics Championships,2024-06-09,Zaynab DOSSO,3,11.03,continental,ZAYNAB DOSSO
women_100m,2024,FBK Games,2024-07-07,Celera BARNES,1,11.19,tour,CELERA BARNES
women_100m,2024,FBK Games,2024-07-07,Gina LÜCKENKEMPER,2,11.25,tour,GINA LUCKENKEMPER
women_100m,2024,FBK Games,2024-07-07,Marije VAN HUNENSTIJN,3,11.39,tour,MARIJE VAN HUNENSTIJN
women_100m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Tamari DAVIS,1,11.00,tour,TAMARI DAVIS
women_100m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Tia CLAYTON,2,11.06,tour,TIA CLAYTON
women_100m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Krystal SLOLEY,3,11.15,tour,KRYSTAL SLOLEY
women_100m,2024,The XXXIII Olympic Games,2024-08-03,Julien ALFRED,1,10.72,global,JULIEN ALFRED
women_100m,2024,The XXXIII Olympic Games,2024-08-03,Sha'Carri RICHARDSON,2,10.87,global,SHA'CARRI RICHARDSON
women_100m,2024,The XXXIII Olympic Games,2024-08-03,Melissa JEFFERSON,3,10.92,global,MELISSA JEFFERSON
women_1500m,2024,6th Irena Szewińska Memorial,2024-06-20,Freweyni HAILU,1,3:58.59,tour,FREWEYNI HAILU
women_1500m,2024,6th Irena Szewińska Memorial,2024-06-20,Linden HALL,2,3:58.96,tour,LINDEN HALL
women_1500m,2024,6th Irena Szewińska Memorial,2024-06-20,Revee WALCOTT-NOLAN,3,4:00.43,tour,REVEE WALCOTT-NOLAN
women_1500m,2024,Boris Hanžeković Memorial,2024-09-08,Sintayehu VISSA,1,3:58.33,tour,SINTAYEHU VISSA
women_1500m,2024,Boris Hanžeković Memorial,2024-09-08,Katie SNOWDEN,2,3:59.39,tour,KATIE SNOWDEN
women_1500m,2024,Boris Hanžeković Memorial,2024-09-08,Linden HALL,3,3:59.72,tour,LINDEN HALL
women_1500m,2024,Diamond League Final,2024-09-14,Faith KIPYEGON,1,3:54.75,dl_final,FAITH KIPYEGON
women_1500m,2024,Diamond League Final,2024-09-14,Diribe WELTEJI,2,3:55.25,dl_final,DIRIBE WELTEJI
women_1500m,2024,Diamond League Final,2024-09-14,Jessica HULL,3,3:56.99,dl_final,JESSICA HULL
women_1500m,2024,European Athletics Championships,2024-06-09,Ciara MAGEEAN,1,4:04.66,continental,CIARA MAGEEAN
women_1500m,2024,European Athletics Championships,2024-06-09,Georgia BELL,2,4:05.33,continental,GEORGIA BELL
women_1500m,2024,European Athletics Championships,2024-06-09,Agathe GUILLEMOT,3,4:05.69,continental,AGATHE GUILLEMOT
women_1500m,2024,FBK Games,2024-07-07,Melissa COURTNEY-BRYANT,1,4:03.58,tour,MELISSA COURTNEY-BRYANT
women_1500m,2024,FBK Games,2024-07-07,Danielle JONES,2,4:03.78,tour,DANIELLE JONES
women_1500m,2024,FBK Games,2024-07-07,Yolanda NGARAMBE,3,4:04.50,tour,YOLANDA NGARAMBE
women_1500m,2024,The XXXIII Olympic Games,2024-08-10,Faith KIPYEGON,1,3:51.29,global,FAITH KIPYEGON
women_1500m,2024,The XXXIII Olympic Games,2024-08-10,Jessica HULL,2,3:52.56,global,JESSICA HULL
women_1500m,2024,The XXXIII Olympic Games,2024-08-10,Georgia BELL,3,3:52.61,global,GEORGIA BELL
women_200m,2024,Diamond League Final,2024-09-14,Brittany BROWN,1,22.20,dl_final,BRITTANY BROWN
women_200m,2024,Diamond League Final,2024-09-14,Daryll NEITA,2,22.45,dl_final,DARYLL NEITA
women_200m,2024,Diamond League Final,2024-09-14,Anavia BATTLE,3,22.61,dl_final,ANAVIA BATTLE
women_200m,2024,European Athletics Championships,2024-06-11,Mujinga KAMBUNDJI,1,22.49,continental,MUJINGA KAMBUNDJI
women_200m,2024,European Athletics Championships,2024-06-11,Daryll NEITA,2,22.50,continental,DARYLL NEITA
women_200m,2024,European Athletics Championships,2024-06-11,Helene PARISOT,3,22.63,continental,HELENE PARISOT
women_200m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Julien ALFRED,1,22.16,tour,JULIEN ALFRED
women_200m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Daryll NEITA,2,22.36,tour,DARYLL NEITA
women_200m,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Lanae-Tava THOMAS,3,22.54,tour,LANAE-TAVA THOMAS
women_200m,2024,The XXXIII Olympic Games,2024-08-06,Gabrielle THOMAS,1,21.83,global,GABRIELLE THOMAS
women_200m,2024,The XXXIII Olympic Games,2024-08-06,Julien ALFRED,2,22.08,global,JULIEN ALFRED
women_200m,2024,The XXXIII Olympic Games,2024-08-06,Brittany BROWN,3,22.20,global,BRITTANY BROWN
women_3000sc,2024,Diamond League Final,2024-09-14,Faith CHEROTICH,1,9:02.36,dl_final,FAITH CHEROTICH
women_3000sc,2024,Diamond League Final,2024-09-14,Winfred YAVI,2,9:02.87,dl_final,WINFRED YAVI
women_3000sc,2024,Diamond League Final,2024-09-14,Peruth CHEMUTAI,3,9:07.60,dl_final,PERUTH CHEMUTAI
women_3000sc,2024,European Athletics Championships,2024-06-09,Alice FINOT,1,9:16.22,continental,ALICE FINOT
women_3000sc,2024,European Athletics Championships,2024-06-09,Gesa Felicitas KRAUSE,2,9:18.06,continental,GESA FELICITAS KRAUSE
women_3000sc,2024,European Athletics Championships,2024-06-09,Elizabeth BIRD,3,9:18.39,continental,ELIZABETH BIRD
women_3000sc,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Logan JOLLY,1,9:29.75,tour,LOGAN JOLLY
women_3000sc,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Aneta KONIECZEK,2,9:30.48,tour,ANETA KONIECZEK
women_3000sc,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Gracie HYDE,3,9:30.69,tour,GRACIE HYDE
women_3000sc,2024,The XXXIII Olympic Games,2024-08-06,Winfred YAVI,1,8:52.76,global,WINFRED YAVI
women_3000sc,2024,The XXXIII Olympic Games,2024-08-06,Peruth CHEMUTAI,2,8:53.34,global,PERUTH CHEMUTAI
women_3000sc,2024,The XXXIII Olympic Games,2024-08-06,Faith CHEROTICH,3,8:55.15,global,FAITH CHEROTICH
women_400h,2024,6th Irena Szewińska Memorial,2024-06-20,Nikoleta JÍCHOVÁ,1,55.43,tour,NIKOLETA JICHOVA
women_400h,2024,6th Irena Szewińska Memorial,2024-06-20,Zenéy GELDENHUYS,2,55.51,tour,ZENEY GELDENHUYS
women_400h,2024,6th Irena Szewińska Memorial,2024-06-20,Alice MURARO,3,55.68,tour,ALICE MURARO
women_400h,2024,Boris Hanžeković Memorial,2024-09-08,Elisabeth SLETTUM,1,56.83,tour,ELISABETH SLETTUM
women_400h,2024,Boris Hanžeković Memorial,2024-09-08,Sára MÁTÓ,2,57.05,tour,SARA MATO
women_400h,2024,Boris Hanžeković Memorial,2024-09-08,Agata ZUPIN,3,58.41,tour,AGATA ZUPIN
women_400h,2024,Diamond League Final,2024-09-14,Femke BOL,1,52.45,dl_final,FEMKE BOL
women_400h,2024,Diamond League Final,2024-09-14,Anna COCKRELL,2,53.71,dl_final,ANNA COCKRELL
women_400h,2024,Diamond League Final,2024-09-14,Shiann SALMON,3,53.99,dl_final,SHIANN SALMON
women_400h,2024,European Athletics Championships,2024-06-11,Femke BOL,1,52.49,continental,FEMKE BOL
women_400h,2024,European Athletics Championships,2024-06-11,Louise MARAVAL,2,54.23,continental,LOUISE MARAVAL
women_400h,2024,European Athletics Championships,2024-06-11,Cathelijn PEETERS,3,54.37,continental,CATHELIJN PEETERS
women_400h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Kemi ADEKOYA,1,54.13,tour,KEMI ADEKOYA
women_400h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Zenéy GELDENHUYS,2,54.86,tour,ZENEY GELDENHUYS
women_400h,2024,Gyulai István Memorial - Hungarian Athletics Grand Prix,2024-07-09,Cassandra TATE,3,55.59,tour,CASSANDRA TATE
women_400h,2024,Paavo Nurmi Games,2024-06-18,Kemi ADEKOYA,1,54.37,tour,KEMI ADEKOYA
women_400h,2024,Paavo Nurmi Games,2024-06-18,Lina NIELSEN,2,55.25,tour,LINA NIELSEN
women_400h,2024,Paavo Nurmi Games,2024-06-18,Zenéy GELDENHUYS,3,55.42,tour,ZENEY GELDENHUYS
women_400h,2024,The XXXIII Olympic Games,2024-08-08,Sydney MCLAUGHLIN-LEVRONE,1,50.37,global,SYDNEY MCLAUGHLIN-LEVRONE
women_400h,2024,The XXXIII Olympic Games,2024-08-08,Anna COCKRELL,2,51.87,global,ANNA COCKRELL
women_400h,2024,The XXXIII Olympic Games,2024-08-08,Femke BOL,3,52.15,global,FEMKE BOL
women_400m,2024,6th Irena Szewińska Memorial,2024-06-20,Natalia KACZMAREK,1,49.86,tour,NATALIA KACZMAREK
women_400m,2024,6th Irena Szewińska Memorial,2024-06-20,Salwa Eid NASER,2,50.32,tour,SALWA EID NASER
women_400m,2024,6th Irena Szewińska Memorial,2024-06-20,Andrea MIKLÓS,3,50.99,tour,ANDREA MIKLOS
women_400m,2024,Boris Hanžeković Memorial,2024-09-08,Stacey Ann WILLIAMS,1,50.00,tour,STACEY ANN WILLIAMS
women_400m,2024,Boris Hanžeković Memorial,2024-09-08,Henriette JÆGER,2,50.22,tour,HENRIETTE JÆGER
women_400m,2024,Boris Hanžeković Memorial,2024-09-08,Shamier LITTLE,3,50.58,tour,SHAMIER LITTLE
women_400m,2024,Diamond League Final,2024-09-14,Marileidy PAULINO,1,49.45,dl_final,MARILEIDY PAULINO
women_400m,2024,Diamond League Final,2024-09-14,Alexis HOLMES,2,50.32,dl_final,ALEXIS HOLMES
women_400m,2024,Diamond League Final,2024-09-14,Rhasidat ADELEKE,3,50.96,dl_final,RHASIDAT ADELEKE
women_400m,2024,European Athletics Championships,2024-06-10,Natalia KACZMAREK,1,48.98,continental,NATALIA KACZMAREK
women_400m,2024,European Athletics Championships,2024-06-10,Rhasidat ADELEKE,2,49.07,continental,RHASIDAT ADELEKE
women_400m,2024,European Athletics Championships,2024-06-10,Lieke KLAVER,3,50.08,continental,LIEKE KLAVER
women_400m,2024,FBK Games,2024-07-07,Femke BOL,1,50.02,tour,FEMKE BOL
women_400m,2024,FBK Games,2024-07-07,Martina WEIL,2,51.05,tour,MARTINA WEIL
women_400m,2024,FBK Games,2024-07-07,Susanne GOGL-WALLI,3,51.21,tour,SUSANNE GOGL-WALLI
women_400m,2024,The XXXIII Olympic Games,2024-08-09,Marileidy PAULINO,1,48.17,global,MARILEIDY PAULINO
women_400m,2024,The XXXIII Olympic Games,2024-08-09,Salwa Eid NASER,2,48.53,global,SALWA EID NASER
women_400m,2024,The XXXIII Olympic Games,2024-08-09,Natalia KACZMAREK,3,48.98,global,NATALIA KACZMAREK
women_5000m,2024,Diamond League Final,2024-09-14,Beatrice CHEBET,1,14:09.82,dl_final,BEATRICE CHEBET
women_5000m,2024,Diamond League Final,2024-09-14,Medina EISA,2,14:21.89,dl_final,MEDINA EISA
women_5000m,2024,Diamond League Final,2024-09-14,Fotyen TESFAY,3,14:28.53,dl_final,FOTYEN TESFAY
women_5000m,2024,European Athletics Championships,2024-06-07,Nadia BATTOCLETTI,1,14:35.29,continental,NADIA BATTOCLETTI
women_5000m,2024,European Athletics Championships,2024-06-07,Karoline Bjerkeli GRØVDAL,2,14:38.62,continental,KAROLINE BJERKELI GRØVDAL
women_5000m,2024,European Athletics Championships,2024-06-07,Marta GARCÍA,3,14:44.04,continental,MARTA GARCIA
women_5000m,2024,The XXXIII Olympic Games,2024-08-05,Beatrice CHEBET,1,14:28.56,global,BEATRICE CHEBET
women_5000m,2024,The XXXIII Olympic Games,2024-08-05,Faith KIPYEGON,2,14:29.60,global,FAITH KIPYEGON
women_5000m,2024,The XXXIII Olympic Games,2024-08-05,Sifan HASSAN,3,14:30.61,global,SIFAN HASSAN
women_800m,2024,Boris Hanžeković Memorial,2024-09-08,Nelly CHEPCHIRCHIR,1,1:57.00,tour,NELLY CHEPCHIRCHIR
women_800m,2024,Boris Hanžeković Memorial,2024-09-08,Natoya GOULE-TOPPIN,2,1:57.43,tour,NATOYA GOULE-TOPPIN
women_800m,2024,Boris Hanžeković Memorial,2024-09-08,Nigist GETACHEW,3,1:57.47,tour,NIGIST GETACHEW
women_800m,2024,Diamond League Final,2024-09-14,Mary MORAA,1,1:56.56,dl_final,MARY MORAA
women_800m,2024,Diamond League Final,2024-09-14,Georgia BELL,2,1:57.50,dl_final,GEORGIA BELL
women_800m,2024,Diamond League Final,2024-09-14,Natoya GOULE-TOPPIN,3,1:58.94,dl_final,NATOYA GOULE-TOPPIN
women_800m,2024,European Athletics Championships,2024-06-12,Keely HODGKINSON,1,1:58.65,continental,KEELY HODGKINSON
women_800m,2024,European Athletics Championships,2024-06-12,Gabriela GAJANOVÁ,2,1:58.79,continental,GABRIELA GAJANOVA
women_800m,2024,European Athletics Championships,2024-06-12,Anaïs BOURGOIN,3,1:59.30,continental,ANAIS BOURGOIN
women_800m,2024,FBK Games,2024-07-07,Keely HODGKINSON,1,1:57.36,tour,KEELY HODGKINSON
women_800m,2024,FBK Games,2024-07-07,Prudence SEKGODISO,2,1:58.75,tour,PRUDENCE SEKGODISO
women_800m,2024,FBK Games,2024-07-07,Abbey CALDWELL,3,1:58.79,tour,ABBEY CALDWELL
women_800m,2024,Paavo Nurmi Games,2024-06-18,Gabriela GAJANOVÁ,1,1:59.57,tour,GABRIELA GAJANOVA
women_800m,2024,Paavo Nurmi Games,2024-06-18,Eveliina MÄÄTTÄNEN,2,2:00.30,tour,EVELIINA MAATTANEN
women_800m,2024,Paavo Nurmi Games,2024-06-18,Léna KANDISSOUNON,3,2:00.49,tour,LENA KANDISSOUNON
women_800m,2024,The XXXIII Olympic Games,2024-08-05,Keely HODGKINSON,1,1:56.72,global,KEELY HODGKINSON
women_800m,2024,The XXXIII Olympic Games,2024-08-05,Tsige DUGUMA,2,1:57.15,global,TSIGE DUGUMA
women_800m,2024,The XXXIII Olympic Games,2024-08-05,Mary MORAA,3,1:57.42,global,MARY MORAA
women_DT,2024,Boris Hanžeković Memorial,2024-09-08,Valarie ALLMAN,1,67.83,tour,VALARIE ALLMAN
women_DT,2024,Boris Hanžeković Memorial,2024-09-08,Sandra ELKASEVIĆ,2,67.12,tour,SANDRA ELKASEVIC
women_DT,2024,Boris Hanžeković Memorial,2024-09-08,Jorinde VAN KLINKEN,3,64.49,tour,JORINDE VAN KLINKEN
women_DT,2024,Diamond League Final,2024-09-14,Valarie ALLMAN,1,68.47,dl_final,VALARIE ALLMAN
women_DT,2024,Diamond League Final,2024-09-14,Bin FENG,2,67.49,dl_final,BIN FENG
women_DT,2024,Diamond League Final,2024-09-14,Yaimé PÉREZ,3,66.96,dl_final,YAIME PEREZ
women_DT,2024,European Athletics Championships,2024-06-08,Sandra ELKASEVIĆ,1,67.04,continental,SANDRA ELKASEVIC
women_DT,2024,European Athletics Championships,2024-06-08,Jorinde VAN KLINKEN,2,65.99,continental,JORINDE VAN KLINKEN
women_DT,2024,European Athletics Championships,2024-06-08,Liliana CÁ,3,64.53,continental,LILIANA CA
women_DT,2024,The XXXIII Olympic Games,2024-08-05,Valarie ALLMAN,1,69.50,global,VALARIE ALLMAN
women_DT,2024,The XXXIII Olympic Games,2024-08-05,Bin FENG,2,67.51,global,BIN FENG
women_DT,2024,The XXXIII Olympic Games,2024-08-05,Sandra ELKASEVIĆ,3,67.51,global,SANDRA ELKASEVIC
women_HJ,2024,Diamond League Final,2024-09-14,Yaroslava MAHUCHIKH,1,1.97,dl_final,YAROSLAVA MAHUCHIKH
women_HJ,2024,Diamond League Final,2024-09-14,Nicola OLYSLAGERS,2,1.97,dl_final,NICOLA OLYSLAGERS
women_HJ,2024,Diamond League Final,2024-09-14,Iryna GERASHCHENKO,3,1.92,dl_final,IRYNA GERASHCHENKO
women_HJ,2024,European Athletics Championships,2024-06-09,Yaroslava MAHUCHIKH,1,2.01,continental,YAROSLAVA MAHUCHIKH
women_HJ,2024,European Athletics Championships,2024-06-09,Angelina TOPIĆ,2,1.97,continental,ANGELINA TOPIC
women_HJ,2024,European Athletics Championships,2024-06-09,Iryna GERASHCHENKO,3,1.95,continental,IRYNA GERASHCHENKO
women_HJ,2024,Paavo Nurmi Games,2024-06-18,Ella JUNNILA,1,1.97,tour,ELLA JUNNILA
women_HJ,2024,Paavo Nurmi Games,2024-06-18,Eleanor PATTERSON,2,1.94,tour,ELEANOR PATTERSON
women_HJ,2024,Paavo Nurmi Games,2024-06-18,Lia APOSTOLOVSKI,3,1.91,tour,LIA APOSTOLOVSKI
women_HJ,2024,The XXXIII Olympic Games,2024-08-04,Yaroslava MAHUCHIKH,1,2.00,global,YAROSLAVA MAHUCHIKH
women_HJ,2024,The XXXIII Olympic Games,2024-08-04,Nicola OLYSLAGERS,2,2.00,global,NICOLA OLYSLAGERS
women_HJ,2024,The XXXIII Olympic Games,2024-08-04,Eleanor PATTERSON,3,1.95,global,ELEANOR PATTERSON
women_JT,2024,Boris Hanžeković Memorial,2024-09-08,Adriana VILAGOŠ,1,65.64,tour,ADRIANA VILAGOS
women_JT,2024,Boris Hanžeković Memorial,2024-09-08,Petra SIČAKOVÁ,2,60.91,tour,PETRA SICAKOVA
women_JT,2024,Boris Hanžeković Memorial,2024-09-08,Sara KOLAK,3,60.23,tour,SARA KOLAK
women_JT,2024,Diamond League Final,2024-09-14,Haruka KITAGUCHI,1,66.13,dl_final,HARUKA KITAGUCHI
women_JT,2024,Diamond League Final,2024-09-14,Adriana VILAGOŠ,2,65.23,dl_final,ADRIANA VILAGOS
women_JT,2024,Diamond League Final,2024-09-14,Maggie MALONE-HARDIN,3,62.40,dl_final,MAGGIE MALONE-HARDIN
women_JT,2024,European Athletics Championships,2024-06-11,Victoria HUDSON,1,64.62,continental,VICTORIA HUDSON
women_JT,2024,European Athletics Championships,2024-06-11,Adriana VILAGOŠ,2,64.42,continental,ADRIANA VILAGOS
women_JT,2024,European Athletics Championships,2024-06-11,Marie-Therese OBST,3,63.50,continental,MARIE-THERESE OBST
women_JT,2024,The XXXIII Olympic Games,2024-08-10,Haruka KITAGUCHI,1,65.80,global,HARUKA KITAGUCHI
women_JT,2024,The XXXIII Olympic Games,2024-08-10,Jo-Ane VAN DYK,2,63.93,global,JO-ANE VAN DYK
women_JT,2024,The XXXIII Olympic Games,2024-08-10,Nikola OGRODNÍKOVÁ,3,63.68,global,NIKOLA OGRODNIKOVA
women_LJ,2024,Boris Hanžeković Memorial,2024-09-06,Jasmine MOORE,1,6.71,tour,JASMINE MOORE
women_LJ,2024,Boris Hanžeković Memorial,2024-09-06,Alina ROTARU-KOTTMANN,2,6.56,tour,ALINA ROTARU-KOTTMANN
women_LJ,2024,Boris Hanžeković Memorial,2024-09-06,Sumire HATA,3,6.46,tour,SUMIRE HATA
women_LJ,2024,Diamond League Final,2024-09-14,Larissa IAPICHINO,1,6.80,dl_final,LARISSA IAPICHINO
women_LJ,2024,Diamond League Final,2024-09-14,Monae' NICHOLS,2,6.68,dl_final,MONAE' NICHOLS
women_LJ,2024,Diamond League Final,2024-09-14,Jasmine MOORE,3,6.61,dl_final,JASMINE MOORE
women_LJ,2024,European Athletics Championships,2024-06-12,Malaika MIHAMBO,1,7.22,continental,MALAIKA MIHAMBO
women_LJ,2024,European Athletics Championships,2024-06-12,Larissa IAPICHINO,2,6.94,continental,LARISSA IAPICHINO
